file	loc	classification	has_db_markers	has_external_markers	has_inmemory_markers	has_fixture_markers
backend/app/services/calculator_definitions.py	12713	logic_or_orchestration	False	False	False	False
backend/app/services/clinical_calculators.py	4181	db_backed	True	False	False	False
backend/app/services/clinical_calculator_service.py	3034	logic_or_orchestration	False	False	False	False
backend/app/services/cpt_suggester.py	2329	db_backed	True	False	True	True
backend/app/services/note_generator.py	2324	db_backed	True	False	True	False
backend/app/services/quality_measures.py	2223	in_memory_or_fixture	False	False	True	False
backend/app/services/value_set_service.py	2178	db_backed	True	False	True	True
backend/app/services/nlp_entity/nlp_entity_extractors.py	1875	in_memory_or_fixture	False	False	True	True
backend/app/services/trial_eligibility_service.py	1863	db_backed	True	False	True	False
backend/app/services/etl_orchestrator.py	1829	db_plus_external	True	True	True	True
backend/app/services/fhir_terminology.py	1754	in_memory_or_fixture	False	False	False	True
backend/app/services/clinical_ontology_mapper.py	1718	db_backed	True	False	True	True
backend/app/services/fhir_import.py	1686	db_plus_external	True	True	True	False
backend/app/services/notification_service.py	1646	external_integration	False	True	True	False
backend/app/services/x12_service.py	1638	db_backed	True	False	True	False
backend/app/services/iac_service.py	1620	db_backed	True	False	False	True
backend/app/services/synthetic_data_service.py	1607	in_memory_or_fixture	False	False	True	False
backend/app/services/ai_coding_service.py	1604	in_memory_or_fixture	False	False	True	True
backend/app/services/federated_learning_service.py	1602	db_backed	True	False	True	False
backend/app/services/contract_lifecycle_service.py	1581	db_backed	True	False	False	False
backend/app/services/source_config_service.py	1569	db_plus_external	True	True	True	True
backend/app/services/clinical_monitoring_service.py	1548	db_backed	True	False	True	False
backend/app/services/risk_based_monitoring_service.py	1526	db_backed	True	False	True	False
backend/app/services/drug_interactions.py	1519	db_backed	True	False	False	True
backend/app/services/cohort_service.py	1517	in_memory_or_fixture	False	False	True	False
backend/app/services/medication_reconciliation.py	1517	db_backed	True	False	True	False
backend/app/services/trial_management_service.py	1506	db_backed	True	False	True	False
backend/app/services/clinical_ops_metrics_service.py	1505	db_backed	True	False	True	False
backend/app/services/privacy_impact_service.py	1494	in_memory_or_fixture	False	False	True	False
backend/app/services/study_closeout_service.py	1485	db_backed	True	False	True	False
backend/app/services/hitrust_service.py	1465	db_backed	True	False	True	False
backend/app/services/threat_intelligence_service.py	1463	db_backed	True	False	True	False
backend/app/services/safety_monitoring_service.py	1453	db_backed	True	False	True	False
backend/app/services/integration_roadmap_service.py	1420	logic_or_orchestration	False	False	False	False
backend/app/services/patient_timeline.py	1416	in_memory_or_fixture	False	False	True	False
backend/app/services/data_quality_service.py	1400	in_memory_or_fixture	False	False	True	False
backend/app/services/network_segmentation_service.py	1389	logic_or_orchestration	False	False	False	False
backend/app/services/enrollment_forecasting_service.py	1382	db_backed	True	False	True	False
backend/app/services/data_queries_service.py	1378	db_backed	True	False	True	False
backend/app/services/epro_service.py	1377	db_backed	True	False	True	False
backend/app/services/llm_finetuning_service.py	1377	in_memory_or_fixture	False	False	True	False
backend/app/services/cdisc_terminology_service.py	1371	in_memory_or_fixture	False	False	True	True
backend/app/services/rfp_service.py	1369	db_backed	True	False	False	False
backend/app/services/payment_reconciliation_service.py	1361	db_backed	True	False	True	False
backend/app/services/calculator_builder.py	1355	in_memory_or_fixture	False	False	True	False
backend/app/services/traceability_service.py	1347	db_backed	True	False	False	False
backend/app/services/econsent_service.py	1343	db_backed	True	False	True	False
backend/app/services/pharmacovigilance_service.py	1329	db_backed	True	False	True	False
backend/app/services/sae_reporting_service.py	1328	db_backed	True	False	True	False
backend/app/services/study_startup_service.py	1320	db_backed	True	False	True	True
backend/app/services/defect_tracking_service.py	1317	db_backed	True	False	True	False
backend/app/services/protocol_feasibility_service.py	1313	db_backed	True	False	True	False
backend/app/services/security_hardening_service.py	1303	db_backed	True	False	False	False
backend/app/services/dqd_check_service.py	1290	db_backed	True	False	False	False
backend/app/services/statistical_analysis_service.py	1288	db_backed	True	False	True	False
backend/app/services/clinical_data_management_service.py	1282	db_backed	True	False	True	False
backend/app/services/scalability_audit_service.py	1280	db_backed	True	False	False	False
backend/app/services/api_gateway_service.py	1275	db_backed	True	False	True	False
backend/app/services/business_continuity_service.py	1269	db_backed	True	False	True	False
backend/app/services/incident_response_service.py	1267	db_backed	True	False	True	False
backend/app/services/data_classification_service.py	1266	in_memory_or_fixture	False	False	True	False
backend/app/services/randomization_service.py	1254	db_backed	True	False	True	False
backend/app/services/safety_database_service.py	1249	db_backed	True	False	True	False
backend/app/services/tefca_service.py	1244	in_memory_or_fixture	False	False	True	False
backend/app/services/invoice_management_service.py	1229	in_memory_or_fixture	False	False	True	False
backend/app/services/cds_hooks_service.py	1224	in_memory_or_fixture	False	False	True	False
backend/app/services/regulatory_correspondence_service.py	1223	db_backed	True	False	True	False
backend/app/services/supply_forecasting_service.py	1222	db_backed	True	False	True	False
backend/app/services/deployment_verification_service.py	1220	db_backed	True	False	True	False
backend/app/services/data_lock_service.py	1215	db_backed	True	False	True	False
backend/app/services/x12_mapper.py	1210	in_memory_or_fixture	False	False	True	False
backend/app/services/soc2_service.py	1209	db_backed	True	False	True	False
backend/app/services/adverse_event_service.py	1201	db_backed	True	False	True	False
backend/app/services/training_management_service.py	1198	db_backed	True	False	True	False
backend/app/services/lab_certification_service.py	1192	db_backed	True	False	True	False
backend/app/services/coding_assistant_service.py	1188	db_backed	True	False	True	False
backend/app/services/inspection_readiness_service.py	1184	db_backed	True	False	True	False
backend/app/services/experiment_service.py	1182	in_memory_or_fixture	False	False	True	False
backend/app/services/differential_diagnosis.py	1177	in_memory_or_fixture	False	False	True	False
backend/app/services/drug_safety.py	1169	in_memory_or_fixture	False	False	True	True
backend/app/services/budget_management_service.py	1168	db_backed	True	False	False	False
backend/app/services/ip_accountability_service.py	1168	db_backed	True	False	True	False
backend/app/services/regulatory_intelligence_service.py	1166	db_backed	True	False	True	False
backend/app/services/change_control_service.py	1164	db_backed	True	False	True	False
backend/app/services/site_payments_service.py	1163	db_backed	True	False	True	False
backend/app/services/medical_monitor_service.py	1157	db_backed	True	False	True	False
backend/app/services/icd10_suggester.py	1149	in_memory_or_fixture	False	False	True	True
backend/app/services/ancillary_study_service.py	1147	db_backed	True	False	True	False
backend/app/services/biomarker_analysis_service.py	1141	db_backed	True	False	True	False
backend/app/services/user_analytics_service.py	1137	db_backed	True	False	True	False
backend/app/services/patient_stipend_service.py	1130	db_backed	True	False	True	False
backend/app/services/trial_insurance_service.py	1129	db_backed	True	False	True	False
backend/app/services/kg_prometheus_metrics.py	1110	in_memory_or_fixture	False	False	True	False
backend/app/services/dsmb_management_service.py	1106	db_backed	True	False	True	False
backend/app/services/central_laboratory_service.py	1104	db_backed	True	False	True	False
backend/app/services/feature_store_service.py	1103	db_backed	True	False	True	False
backend/app/services/audit_service.py	1090	db_backed	True	False	True	True
backend/app/services/competitive_intelligence_service.py	1087	db_backed	True	False	True	False
backend/app/services/etmf_service.py	1084	db_backed	True	False	True	False
backend/app/services/disaster_recovery_service.py	1072	in_memory_or_fixture	False	False	True	False
backend/app/services/vendor_management_service.py	1062	db_backed	True	False	True	False
backend/app/services/multi_agent_orchestrator.py	1058	db_backed	True	False	True	True
backend/app/services/autoscaling_service.py	1057	db_backed	True	False	True	False
backend/app/services/operational_dashboard_service.py	1056	in_memory_or_fixture	False	False	True	False
backend/app/services/patient_retention_service.py	1053	db_backed	True	False	True	False
backend/app/services/protocol_amendment_service.py	1053	db_backed	True	False	True	False
backend/app/services/site_initiation_service.py	1050	db_backed	True	False	True	False
backend/app/services/risk_prediction_service.py	1047	in_memory_or_fixture	False	False	True	False
backend/app/services/central_irb_service.py	1046	db_backed	True	False	True	False
backend/app/services/semantic_search_service.py	1043	db_backed	True	False	True	True
backend/app/services/hybrid_clinical_analyzer.py	1040	in_memory_or_fixture	False	False	True	False
backend/app/services/sdtm_templates.py	1038	logic_or_orchestration	False	False	False	False
backend/app/services/workforce_planning_service.py	1036	db_backed	True	False	True	False
backend/app/services/irt_service.py	1032	db_backed	True	False	True	False
backend/app/services/biobank_management_service.py	1031	db_backed	True	False	True	False
backend/app/services/active_learning_service.py	1023	in_memory_or_fixture	False	False	True	False
backend/app/services/api_versioning_service.py	1019	logic_or_orchestration	False	False	False	False
backend/app/services/edc_forms_service.py	1015	db_backed	True	False	True	False
backend/app/services/rbac_service.py	1013	db_backed	True	False	True	False
backend/app/services/smart_auth_server.py	998	db_backed	True	False	True	False
backend/app/services/release_management_service.py	997	db_backed	True	False	True	False
backend/app/services/supply_chain_service.py	995	db_backed	True	False	True	False
backend/app/services/vulnerability_management_service.py	992	db_backed	True	False	True	False
backend/app/services/kg_data_export_service.py	985	in_memory_or_fixture	False	False	True	False
backend/app/services/consent_preferences_service.py	984	in_memory_or_fixture	False	False	True	False
backend/app/services/__init__.py	969	logic_or_orchestration	False	False	False	False
backend/app/services/patient_engagement_service.py	969	in_memory_or_fixture	False	False	True	False
backend/app/services/endpoint_adjudication_service.py	960	db_backed	True	False	True	False
backend/app/services/lab_reference.py	958	logic_or_orchestration	False	False	False	False
backend/app/services/kg_webhook_service.py	952	in_memory_or_fixture	False	False	True	False
backend/app/services/investigator_management_service.py	949	db_backed	True	False	True	False
backend/app/services/qualification_runner_service.py	948	in_memory_or_fixture	False	False	True	False
backend/app/services/ml_model_service.py	934	in_memory_or_fixture	False	False	True	False
backend/app/services/llm_service.py	933	external_integration	False	True	True	False
backend/app/services/visualization_data_service.py	931	in_memory_or_fixture	False	False	True	False
backend/app/services/kg_grafana_dashboards.py	929	in_memory_or_fixture	False	False	True	False
backend/app/services/criteria_parser_service.py	925	in_memory_or_fixture	False	False	True	False
backend/app/services/rxnorm_service.py	924	db_backed	True	False	False	True
backend/app/services/bulk_export_service.py	922	in_memory_or_fixture	False	False	True	True
backend/app/services/llm_summarizer.py	922	db_backed	True	False	True	False
backend/app/services/screening_dashboard_service.py	920	db_backed	True	False	True	False
backend/app/services/etl_validation_service.py	917	db_backed	True	False	False	False
backend/app/services/nlp_advanced.py	903	in_memory_or_fixture	False	False	True	False
backend/app/services/medagentbench_service.py	901	in_memory_or_fixture	False	False	True	True
backend/app/services/referral_service.py	899	in_memory_or_fixture	False	False	True	False
backend/app/services/hcc_analyzer.py	896	in_memory_or_fixture	False	False	True	False
backend/app/services/medical_affairs_service.py	894	db_backed	True	False	True	False
backend/app/services/fairness_audit_service.py	890	in_memory_or_fixture	False	False	True	False
backend/app/services/graph_etl_service.py	889	in_memory_or_fixture	False	False	True	False
backend/app/services/kg_schema_migration_service.py	882	in_memory_or_fixture	False	False	True	False
backend/app/services/model_governance_service.py	875	in_memory_or_fixture	False	False	True	False
backend/app/services/clinical_context.py	868	in_memory_or_fixture	False	False	True	False
backend/app/services/coding_query_generator.py	864	db_backed	True	False	True	False
backend/app/services/kg_logging_service.py	859	db_backed	True	False	True	False
backend/app/services/pentest_management_service.py	859	db_backed	True	False	True	False
backend/app/services/ctms_core_service.py	856	db_backed	True	False	True	False
backend/app/services/risk_management_service.py	856	db_backed	True	False	True	False
backend/app/services/phenotype_engine.py	848	db_backed	True	False	True	False
backend/app/services/nlp_entity/nlp_entity_linkers.py	846	logic_or_orchestration	False	False	False	False
backend/app/services/performance_benchmark_service.py	845	in_memory_or_fixture	False	False	True	False
backend/app/services/streaming_aggregation_service.py	843	in_memory_or_fixture	False	False	True	False
backend/app/services/smart_fhir.py	836	db_plus_external	True	True	True	False
backend/app/services/clinical_summarizer.py	834	in_memory_or_fixture	False	False	True	False
backend/app/services/kg_audit_service.py	832	in_memory_or_fixture	False	False	True	False
backend/app/services/regulatory_submission_service.py	831	db_backed	True	False	True	False
backend/app/services/regression_testing_service.py	829	in_memory_or_fixture	False	False	True	False
backend/app/services/drknows_benchmark_service.py	824	db_backed	True	False	True	False
backend/app/services/veeva_vault_service.py	823	db_plus_external	True	True	True	False
backend/app/services/kg_config_service.py	817	db_backed	True	False	True	True
backend/app/services/graph_analytics_service.py	815	in_memory_or_fixture	False	False	False	True
backend/app/services/kg_api_key_service.py	815	in_memory_or_fixture	False	False	True	False
backend/app/services/medical_writing_service.py	813	db_backed	True	False	True	False
backend/app/services/billing_optimizer.py	811	in_memory_or_fixture	False	False	True	False
backend/app/services/medical_review_service.py	810	db_backed	True	False	True	False
backend/app/services/patient_travel_service.py	802	db_backed	True	False	True	False
backend/app/services/site_performance_service.py	802	db_backed	True	False	True	False
backend/app/services/language_services_service.py	800	db_backed	True	False	True	False
backend/app/services/streaming_etl_service.py	798	in_memory_or_fixture	False	False	True	False
backend/app/services/extraction_pipeline.py	792	in_memory_or_fixture	False	False	True	False
backend/app/services/semantic_qa.py	790	db_backed	True	False	True	False
backend/app/services/snomed_service.py	790	in_memory_or_fixture	False	False	True	True
backend/app/services/policy_kg_builder.py	774	db_backed	True	False	True	False
backend/app/services/kg_load_testing_service.py	772	in_memory_or_fixture	False	False	True	False
backend/app/services/vocab_regression_service.py	766	db_backed	True	False	False	True
backend/app/services/protocol_deviation_service.py	765	db_backed	True	False	True	False
backend/app/services/cicd_pipeline_service.py	761	in_memory_or_fixture	False	False	True	False
backend/app/services/cost_modeling_service.py	761	db_backed	True	False	True	False
backend/app/services/graph_augmented_rag.py	759	db_backed	True	False	False	True
backend/app/services/kg_visualization_service.py	757	in_memory_or_fixture	False	False	True	False
backend/app/services/fhir_validator.py	749	logic_or_orchestration	False	False	False	False
backend/app/services/vendor_qualification_service.py	749	db_backed	True	False	True	False
backend/app/services/knowledge_graph_fhir_export.py	746	in_memory_or_fixture	False	False	True	False
backend/app/services/value_extraction.py	746	in_memory_or_fixture	False	False	True	False
backend/app/services/infrastructure_service.py	738	in_memory_or_fixture	False	False	True	False
backend/app/services/drift_detection_service.py	737	in_memory_or_fixture	False	False	True	False
backend/app/services/revenue_analytics_service.py	737	db_backed	True	False	True	False
backend/app/services/temporal_query_service.py	731	db_backed	True	False	False	False
backend/app/services/report_generator.py	712	in_memory_or_fixture	False	False	True	False
backend/app/services/auth/auth_core.py	711	db_backed	True	False	True	False
backend/app/services/clinical_intelligence_agent.py	702	in_memory_or_fixture	False	False	True	False
backend/app/services/neo4j_temporal_service.py	701	db_plus_external	True	True	True	True
backend/app/services/enhanced_extraction.py	698	db_backed	True	False	True	False
backend/app/services/medidata_rave_service.py	676	external_integration	False	True	True	False
backend/app/services/job_queue_service.py	669	in_memory_or_fixture	False	False	True	False
backend/app/services/data_source_service.py	665	db_plus_external	True	True	False	False
backend/app/services/pipeline_service.py	663	db_backed	True	False	False	False
backend/app/services/documentation_gaps.py	655	in_memory_or_fixture	False	False	True	False
backend/app/services/graph_builder_db.py	652	db_backed	True	False	False	False
backend/app/services/clinical_supply_returns_service.py	649	db_backed	True	False	True	False
backend/app/services/kafka_service.py	648	db_plus_external	True	True	True	False
backend/app/services/country_regulatory_service.py	643	db_backed	True	False	True	False
backend/app/services/task_queue.py	642	db_backed	True	False	True	False
backend/app/services/graph_embedding_service.py	640	external_integration	False	True	True	False
backend/app/services/api_contract_service.py	638	in_memory_or_fixture	False	False	False	True
backend/app/services/data_transfer_service.py	637	db_backed	True	False	True	False
backend/app/services/graph_database_service.py	635	external_integration	False	True	False	False
backend/app/services/relation_extraction.py	629	in_memory_or_fixture	False	False	True	False
backend/app/services/sdtm_engine.py	628	db_backed	True	False	True	False
backend/app/services/tech_debt_scanner.py	623	in_memory_or_fixture	False	False	False	True
backend/app/services/nlp_rule_based.py	622	logic_or_orchestration	False	False	False	False
backend/app/services/fhir_exporter.py	619	in_memory_or_fixture	False	False	True	False
backend/app/services/nlp_modernbert_ner.py	616	in_memory_or_fixture	False	False	True	False
backend/app/services/metrics_collector_service.py	615	in_memory_or_fixture	False	False	True	False
backend/app/services/deletion_service.py	611	in_memory_or_fixture	False	False	True	False
backend/app/services/observability_service.py	610	db_backed	True	False	True	False
backend/app/services/nlp_ensemble.py	604	in_memory_or_fixture	False	False	True	False
backend/app/services/circuit_breaker.py	602	in_memory_or_fixture	False	False	True	False
backend/app/services/nlp_clinical_ner.py	601	in_memory_or_fixture	False	False	True	False
backend/app/services/kg_kafka_streaming_service.py	596	in_memory_or_fixture	False	False	True	False
backend/app/services/kg_partitioning_service.py	594	in_memory_or_fixture	False	False	True	False
backend/app/services/site_audit_service.py	593	db_backed	True	False	True	False
backend/app/services/access_review_service.py	592	db_backed	True	False	True	False
backend/app/services/narrative_extractor.py	586	external_integration	False	True	False	False
backend/app/services/sdtm_validator.py	585	in_memory_or_fixture	False	False	True	False
backend/app/services/exceptions.py	581	logic_or_orchestration	False	False	False	False
backend/app/services/compose_analyzer_service.py	579	in_memory_or_fixture	False	False	True	False
backend/app/services/alert_rules_service.py	576	in_memory_or_fixture	False	False	True	False
backend/app/services/event_stream.py	576	in_memory_or_fixture	False	False	True	False
backend/app/services/quality_metrics.py	573	in_memory_or_fixture	False	False	True	False
backend/app/services/agent_tools.py	572	db_backed	True	False	False	False
backend/app/services/kg_cache_service.py	570	db_plus_external	True	True	True	False
backend/app/services/causal_reasoning_service.py	569	external_integration	False	True	True	True
backend/app/services/data_use_agreement_service.py	566	in_memory_or_fixture	False	False	True	False
backend/app/services/voice_transcription_service.py	563	in_memory_or_fixture	False	False	True	False
backend/app/services/batch_processor.py	549	in_memory_or_fixture	False	False	True	False
backend/app/services/omop_hierarchy_service.py	546	db_backed	True	False	False	False
backend/app/services/phenotype_service.py	544	in_memory_or_fixture	False	False	True	False
backend/app/services/document_management_service.py	539	db_backed	True	False	True	False
backend/app/services/provenance_service.py	538	in_memory_or_fixture	False	False	True	False
backend/app/services/guideline_rag_service.py	537	db_backed	True	False	True	True
backend/app/services/calculator_kg_integration.py	534	db_plus_external	True	True	False	False
backend/app/services/async_query_executor.py	531	in_memory_or_fixture	False	False	True	False
backend/app/services/capa_service.py	524	in_memory_or_fixture	False	False	True	False
backend/app/services/incident_service.py	523	in_memory_or_fixture	False	False	True	False
backend/app/services/retry_handler.py	521	logic_or_orchestration	False	False	False	False
backend/app/services/calculator_reasoning_service.py	520	db_backed	True	False	False	False
backend/app/services/secret_rotation_service.py	513	db_backed	True	False	True	False
backend/app/services/vocabulary_enhanced.py	501	db_backed	True	False	True	True
backend/app/services/vocabulary_mapping.py	495	in_memory_or_fixture	False	False	True	False
backend/app/services/assertion_classifier.py	494	in_memory_or_fixture	False	False	True	False
backend/app/services/kg_tracing_service.py	492	db_backed	True	False	True	False
backend/app/services/agents/temporal_reasoning_agent.py	490	in_memory_or_fixture	False	False	True	False
backend/app/services/nlp_entity/nlp_entity_normalizers.py	488	in_memory_or_fixture	False	False	True	False
backend/app/services/screen_failure_analytics_service.py	487	db_backed	True	False	True	False
backend/app/services/temporal_extractor.py	486	in_memory_or_fixture	False	False	True	False
backend/app/services/diversity_analytics_service.py	478	in_memory_or_fixture	False	False	True	False
backend/app/services/sdtm_generator.py	476	in_memory_or_fixture	False	False	True	True
backend/app/services/consent_service.py	473	in_memory_or_fixture	False	False	True	False
backend/app/services/trie_index.py	473	in_memory_or_fixture	False	False	True	False
backend/app/services/backup_verification_service.py	463	logic_or_orchestration	False	False	False	False
backend/app/services/agents/policy_compliance_agent.py	452	in_memory_or_fixture	False	False	True	False
backend/app/services/data_consistency_service.py	436	in_memory_or_fixture	False	False	True	False
backend/app/services/match_explanation_service.py	435	db_backed	True	False	False	False
backend/app/services/nlp_claude_api.py	434	external_integration	False	True	True	False
backend/app/services/pipeline_scheduling_service.py	433	in_memory_or_fixture	False	False	True	False
backend/app/services/gold_standard_service.py	430	in_memory_or_fixture	False	False	True	True
backend/app/services/phi_audit_service.py	426	in_memory_or_fixture	False	False	False	True
backend/app/services/nlp_entity/nlp_entity_core.py	419	in_memory_or_fixture	False	False	True	False
backend/app/services/terminology_cache.py	413	db_plus_external	True	True	True	False
backend/app/services/temporal_eligibility_service.py	407	db_backed	True	False	False	False
backend/app/services/concept_lookup.py	402	db_backed	True	False	False	False
backend/app/services/nlp_vocabulary.py	396	db_backed	True	False	False	True
backend/app/services/assertion_validator.py	395	in_memory_or_fixture	False	False	True	True
backend/app/services/error_budget_service.py	395	in_memory_or_fixture	False	False	True	False
backend/app/services/vocabulary.py	395	in_memory_or_fixture	False	False	True	True
backend/app/services/prediction_audit_service.py	394	db_backed	True	False	True	False
backend/app/services/mapping_quality_service.py	392	db_backed	True	False	True	False
backend/app/services/ontology_graph_integration.py	391	db_backed	True	False	True	False
backend/app/services/validation_study_service.py	391	in_memory_or_fixture	False	False	True	False
backend/app/services/risk_thresholds_service.py	385	in_memory_or_fixture	False	False	True	False
backend/app/services/semantic_search.py	385	db_backed	True	False	False	False
backend/app/services/section_parser.py	381	in_memory_or_fixture	False	False	True	False
backend/app/services/hybrid_search.py	372	db_backed	True	False	False	False
backend/app/services/model_registry_service.py	363	in_memory_or_fixture	False	False	True	False
backend/app/services/terminology_governance_service.py	356	in_memory_or_fixture	False	False	True	False
backend/app/services/graph_builder.py	352	logic_or_orchestration	False	False	False	False
backend/app/services/metriport_service.py	351	external_integration	False	True	False	False
backend/app/services/fact_builder.py	349	logic_or_orchestration	False	False	False	False
backend/app/services/policy_service.py	346	db_backed	True	False	True	False
backend/app/services/cdisc_odm_parser.py	339	logic_or_orchestration	False	False	False	False
backend/app/services/fn_monitoring_service.py	333	db_backed	True	False	True	False
backend/app/services/session_service.py	324	db_backed	True	False	False	False
backend/app/services/fact_builder_db.py	316	db_backed	True	False	False	False
backend/app/services/data_completeness_service.py	305	in_memory_or_fixture	False	False	True	False
backend/app/services/provenance_db_service.py	294	db_backed	True	False	True	False
backend/app/services/vocabulary_version_service.py	293	db_backed	True	False	True	False
backend/app/services/input_validation.py	291	db_backed	True	False	False	False
backend/app/services/roi_dashboard_service.py	291	db_backed	True	False	False	False
backend/app/services/etl_checkpoint.py	284	in_memory_or_fixture	False	False	True	True
backend/app/services/model_evaluation_service.py	284	in_memory_or_fixture	False	False	True	False
backend/app/services/auth/auth_tokens.py	280	logic_or_orchestration	False	False	False	False
backend/app/services/condition_calculator_mapping.py	279	logic_or_orchestration	False	False	False	False
backend/app/services/bulk_screening_service.py	267	db_backed	True	False	True	False
backend/app/services/impact_analysis_service.py	266	db_backed	True	False	False	False
backend/app/services/export/omop_exporter.py	261	logic_or_orchestration	False	False	False	False
backend/app/services/kg_calculator_mapper.py	260	logic_or_orchestration	False	False	False	False
backend/app/services/nlp_coverage.py	260	logic_or_orchestration	False	False	False	False
backend/app/services/nlp_entity/date_parser.py	249	logic_or_orchestration	False	False	False	False
backend/app/services/med_reconciliation_service.py	247	in_memory_or_fixture	False	False	True	False
backend/app/services/audit_integrity_service.py	242	db_backed	True	False	False	False
backend/app/services/lineage_service.py	238	db_backed	True	False	False	False
backend/app/services/secret_store.py	236	db_backed	True	False	True	False
backend/app/services/dual_enrollment_service.py	234	db_backed	True	False	True	False
backend/app/services/ai_audit_service.py	233	in_memory_or_fixture	False	False	True	False
backend/app/services/mapping_sql.py	227	db_backed	True	False	False	False
backend/app/services/mapping_db.py	223	db_backed	True	False	True	False
backend/app/services/mapping.py	211	logic_or_orchestration	False	False	False	False
backend/app/services/embedding_service.py	208	in_memory_or_fixture	False	False	True	False
backend/app/services/export/omop_exporter_db.py	199	logic_or_orchestration	False	False	False	False
backend/app/services/vocabulary_db.py	192	db_backed	True	False	False	False
backend/app/services/agent_chat_service.py	190	db_plus_external	True	True	False	False
backend/app/services/nlp.py	190	logic_or_orchestration	False	False	False	False
backend/app/services/policy_diff_service.py	186	db_backed	True	False	False	False
backend/app/services/nlp_entity/nlp_entity_ml_models.py	179	in_memory_or_fixture	False	False	True	False
backend/app/services/ontology_scanner.py	134	db_backed	True	False	False	False
backend/app/services/provenance_assembler.py	112	db_backed	True	False	False	False
backend/app/services/nlp_entity/__init__.py	76	logic_or_orchestration	False	False	False	False
backend/app/services/auth/__init__.py	64	logic_or_orchestration	False	False	False	False
backend/app/services/nlp_entity_service.py	60	logic_or_orchestration	False	False	False	False
backend/app/services/auth/auth_password.py	47	logic_or_orchestration	False	False	False	False
backend/app/services/export/__init__.py	35	logic_or_orchestration	False	False	False	False
backend/app/services/agents/__init__.py	34	logic_or_orchestration	False	False	False	False
backend/app/services/circuit_breaker_mock.py	8	logic_or_orchestration	False	False	False	False
